"rdf:about","dcterms:issued","dcterms:modified","rdfs:label","rdfs:comment","dcterms:description","skos:prefLabel","rdfs:isDefinedBy","rdf:type","rdfs:subPropertyOf","dwcattributes:status","dwcattributes:abcdEquivalence","dwcattributes:organizedInClass","dwcattributes:decision","dcterms:replaces","dcterms:replaces1","dcterms:replaces2"
"http://rs.tdwg.org/dwc/terms/acceptedNameUsage-2009-09-21","2008-11-19","2009-09-21","acceptedNameUsage","The full name, with authorship and date information if known, of the currently valid (zoological) or accepted (botanical) taxon.","Example: ""Tamias minimus"" valid name for ""Eutamias minimus""","Accepted Name Usage","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/acceptedScientificName-2009-07-06",,
"http://rs.tdwg.org/dwc/terms/acceptedNameUsageID-2009-09-21","2009-01-21","2009-09-21","acceptedNameUsageID","An identifier for the name usage (documented meaning of the name according to a source) of the currently valid (zoological) or accepted (botanical) taxon.","Example: ""8fa58e08-08de-4ac1-b69c-1235340b7001""","Accepted Name Usage ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/acceptedTaxonID-2009-08-24",,
"http://rs.tdwg.org/dwc/terms/acceptedScientificName-2009-07-06","2008-11-19","2009-07-06","acceptedScientificName","The currently valid (zoological) or accepted (botanical) name for the scientificName.","Example: ""Tamias minimus"" valid name for ""Eutamias minimus""","Accepted Scientific Name","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/acceptedTaxonName-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/acceptedScientificNameID-2009-07-06","2009-01-21","2009-07-06","acceptedScientificNameID","A unique identifier for the acceptedScientificName.",,"Accepted Scientific Name ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/acceptedTaxonNameID-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/AcceptedTaxon-2008-11-19","2008-11-19","2008-11-19","AcceptedTaxon","The currently valid (zoological) or accepted (botanical) name for the ScientificName.",,"Accepted Taxon","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/AcceptedTaxonID-2009-01-21","2009-01-21","2009-01-21","AcceptedTaxonID","A global unique identifier for the parent to the AcceptedTaxon.",,"Accepted Taxon ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/acceptedTaxonID-2009-08-24","2009-01-21","2009-08-24","acceptedTaxonID","An identifier for the name of the currently valid (zoological) or accepted (botanical) taxon. See acceptedTaxon.","Example: ""8fa58e08-08de-4ac1-b69c-1235340b7001""","Accepted Taxon ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/acceptedScientificNameID-2009-07-06",,
"http://rs.tdwg.org/dwc/terms/acceptedTaxonName-2009-04-24","2008-11-19","2009-04-24","acceptedTaxonName","The currently valid (zoological) or accepted (botanical) name for the scientificName.","Example: ""Tamias minimus"" valid name for ""Eutamias minimus""","Accepted Taxon Name","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/AcceptedTaxon-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/acceptedTaxonNameID-2009-04-24","2009-01-21","2009-04-24","acceptedTaxonNameID","A unique identifier for the acceptedTaxonName.",,"Accepted Taxon Name ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/AcceptedTaxonID-2009-01-21",,
"http://rs.tdwg.org/dwc/terms/AccessConstraints-2008-11-19","2008-11-19","2008-11-19","AccessConstraints","A description of constraints on the use of the data as shared or access to further data that is not shared.","Example: ""not-for-profit use only"".","Access Constraints","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/IPRStatements","http://rs.tdwg.org/dwc/terms/Sample",,,,
"http://rs.tdwg.org/dwc/terms/accordingTo-2009-01-21","2009-01-21","2009-01-21","accordingTo","Abstract term to attribute information to a source.",,"According To","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD",,,,,
"http://rs.tdwg.org/dwc/terms/accuracy-2009-01-21","2009-01-21","2009-01-21","accuracy","Abstract term to capture error information about a measurement or fact.",,"Accuracy","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/AgeClass-2003-06-17","2003-06-17","2003-06-17","AgeClass","The age class, reproductive stage, life stage of the biological individual (e.g., juvenile, adult, eft, nymph, etc.).",,"Age Class","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/ZoologicalUnit/PhasesOrStages/PhaseOrStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalLifeStages/MycologicalLifeStage or DataSets/DataSet/Units/Unit/MycologicalUnit/MycologicalSexualStage}",,,,,
"http://rs.tdwg.org/dwc/terms/associatedMedia-2009-04-24","2008-11-19","2014-10-23","associatedMedia","A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of media associated with the Occurrence.","Example: ""http://arctos.database.museum/SpecimenImages/UAMObs/Mamm/2/P7291179.JPG""","Associated Media","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/MultimediaObjects","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/dwcore/ImageURL-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/associatedMedia-2014-10-23","2008-11-19","2014-10-23","associatedMedia","A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of media associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://arctos.database.museum/SpecimenImages/UAMObs/Mamm/2/P7291179.JPG"", ""http://204.140.246.24/Fish/Collection%20Pictures/10118-00.jpg | http://204.140.246.24/Fish/Collection%20Pictures/10118-00a.jpg"".","Associated Media","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/MultimediaObjects","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/terms/associatedMedia-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/associatedOccurrences-2009-04-24","2008-11-19","2014-10-23","associatedOccurrences","A list (concatenated and separated) of identifiers of other Occurrence records and their associations to this Occurrence.","Example: ""sibling of FMNH:Mammal:1234; sibling of FMNH:Mammal:1235""","Associated Occurrences","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/curatorial/RelatedCatalogedItems-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/associatedOccurrences-2014-10-23","2008-11-19","2014-10-23","associatedOccurrences","A list (concatenated and separated) of identifiers of other Occurrence records and their associations to this Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | ').","Associated Occurrences","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID","http://rs.tdwg.org/dwc/terms/Organism","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/terms/associatedOccurrences-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/associatedOrganisms-2014-10-23","2014-10-23","2014-10-23","associatedOrganisms","A list (concatenated and separated) of identifiers of other Organisms and their associations to this Organism.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""sibling of MXA-232"", ""mother of MXA-231 | mother of MXA-232""","Associated Organisms","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Organism","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14",,,
"http://rs.tdwg.org/dwc/terms/associatedReferences-2009-04-24","2008-11-19","2014-10-23","associatedReferences","A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the Occurrence.","Examples: ""http://www.sciencemag.org/cgi/content/abstract/322/5899/261"", ""Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767.""","Associated References","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitReferences","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16",,,
"http://rs.tdwg.org/dwc/terms/associatedReferences-2014-10-23","2008-11-19","2014-10-23","associatedReferences","A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://www.sciencemag.org/cgi/content/abstract/322/5899/261"", ""Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767."", ""Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources."".","Associated References","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/UnitReferences","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/terms/associatedReferences-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/associatedSequences-2009-04-24","2008-11-19","2014-10-23","associatedSequences","A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the Occurrence.","Example: ""GenBank: U34853.1""","Associated Sequences","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/curatorial/GenBankNumber-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/associatedSequences-2014-10-23","2008-11-19","2014-10-23","associatedSequences","A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://www.ncbi.nlm.nih.gov/nuccore/U34853.1"", ""http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093"".","Associated Sequences","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/terms/associatedSequences-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/associatedTaxa-2009-04-24","2008-11-19","2014-10-23","associatedTaxa","A list (concatenated and separated) of identifiers or names of taxa and their associations with the Occurrence.","Example: ""host: Quercus alba""","Associated Taxa","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16",,,
"http://rs.tdwg.org/dwc/terms/associatedTaxa-2014-10-23","2008-11-19","2014-10-23","associatedTaxa","A list (concatenated and separated) of identifiers or names of taxa and their associations with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '), and to separate the relationship from the taxon with a colon (':'). Examples: ""host: Quercus alba"", ""parasitoid of:Cyclocephala signaticollis | predator of Apis mellifera"".","Associated Taxa","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa","http://rs.tdwg.org/dwc/terms/Occurrence","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16","http://rs.tdwg.org/dwc/terms/associatedTaxa-2009-04-24",,
"http://rs.tdwg.org/dwc/dwcore/Attributes-2007-04-17","2007-04-17","2007-04-17","Attributes","List of additional measurements or characteristics (concatenated and separated) for which there is no existing semantic element, but which the data provider nevertheless feels the desire to share. Examples: ""Tragus length: 14mm; Weight: 120g"", ""Height: 1-1.5 meters tall; flowers yellow; uncommon"".",,"Attributes","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/MeasurementsOrFacts",,,,,
"http://rs.tdwg.org/dwc/dwcore/AuthorYearOfScientificName-2007-04-17","2007-04-17","2007-04-17","AuthorYearOfScientificName","The author of the ScientificName and the year of publication, if known. More than one author can be listed in a concatenated string. Should be formatted with parentheses and year according to the conventions of the applicable NomenclaturalCode.",,"Author Year of Scientific Name","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","{DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/ParentheticalAuthorTeamAndYear + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Bacterial/AuthorTeamAndYear} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeamParenthesis + DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Botanical/AuthorTeam} or {DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamOriginalAndYear + [= or] DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/ScientificName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear}",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/ScientificNameAuthor-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/basionym-2009-04-24","2008-11-19","2009-04-24","basionym","The basionym (botany) or basonym (bacteriology) of the scientificName.","Example: ""Pinus abies""","Basionym","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://rs.tdwg.org/dwc/terms/basionymID-2009-04-24","2009-01-21","2009-04-24","basionymID","A unique identifier for the basionym (botany) or basonym (bacteriology) of the scientificName.",,"Basionym ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/BasisOfRecord-2003-06-13","2003-06-13","2003-06-13","BasisOfRecord","An abbreviation indicating whether the record represents an observation (O), living organism (L), specimen (S), germplasm/seed (G), etc.",,"Basis of Record","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/RecordBasis",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/BasisOfRecord-2003-06-17","2003-06-17","2003-06-17","BasisOfRecord","A description indicating whether the record represents an observation, tissue sample, living organism, voucher specimen, germplasm/seed, genetic information, etc.",,"Basis of Record","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/RecordBasis",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/BasisOfRecord-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/BasisOfRecord-2007-04-17","2007-04-17","2007-04-17","BasisOfRecord","A descriptive term indicating whether the record represents an object or observation. Examples: PreservedSpecimen- A physical object representing one or more organisms, part of organism, or artifact of an organism. synonyms: voucher, collection, lot. FossilSpecimen- A physical object representing one or more fossil organisms, part of fossil organism, or artifact of a fossil organism. LivingSpecimen- An organism removed from its natural occurrence and now living in captivity or cultivation. HumanObservation- A report by a known observer that an organism was present at the place and time. MachineObservation- A report by a monitoring device that an organism was present at the place and time. StillImage- An photograph, drawing, painting. MovingImage- A sequence of still images taken at regular intervals and intended to be played back as a moving image; may include sound. SoundRecording- An audio recording. OtherSpecimen- Any type of specimen not covered by any of the categories above.",,"Basis of Record","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/RecordBasis",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/BasisOfRecord-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-04-24","2008-11-19","2009-04-24","basisOfRecord","The specific nature of the data record - a subtype of the dcterms:type. Recommended best practice is to use a controlled vocabulary such as the Darwin Core Type Vocabulary (http://rs.tdwg.org/dwc/terms/type-vocabulary/index.htm).","Examples: ""StillImage"", ""MovingImage"", ""Sound"", ""PreservedSpecimen"", FossilSpecimen"", LivingSpecimen"", ""HumanObservation"", ""MachineObservation""","Basis of Record","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/type","superseded","DataSets/DataSet/Units/Unit/RecordBasis","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/dwcore/BasisOfRecord-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-09-11","2008-11-19","2009-09-11","basisOfRecord","The specific nature of the data record - a subtype of the dcterms:type. Recommended best practice is to use a controlled vocabulary.","Examples: ""StillImage"", ""MovingImage"", ""Sound"", ""PreservedSpecimen"", FossilSpecimen"", LivingSpecimen"", ""HumanObservation"", ""MachineObservation""","Basis of Record","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/RecordBasis","http://rs.tdwg.org/dwc/terms/all",,"http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-04-24",,
"http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-12-07","2008-11-19","2014-10-23","basisOfRecord","The specific nature of the data record. Recommended best practice is to use a controlled vocabulary such as the Darwin Core Type Vocabulary (http://rs.tdwg.org/dwc/terms/type-vocabulary/index.htm).","Examples: ""PreservedSpecimen"", ""FossilSpecimen"", ""LivingSpecimen"", ""HumanObservation"", ""MachineObservation""","Basis of Record","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/RecordBasis","http://rs.tdwg.org/dwc/terms/all","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2009-12-07_2","http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-09-11",,
"http://rs.tdwg.org/dwc/terms/basisOfRecord-2014-10-23","2008-11-19","2014-10-23","basisOfRecord","The specific nature of the data record.","Recommended best practice is to use a controlled vocabulary such as the list of Darwin Core classes. Examples: ""PreservedSpecimen"", ""FossilSpecimen"", ""LivingSpecimen"", ""HumanObservation"", ""MachineObservation""","Basis of Record","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/RecordBasis","http://rs.tdwg.org/dwc/terms/all","http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15","http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-12-07",,
"http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed-2005-07-03","2005-07-03","2005-07-03","Bed","The full name of the lithostratigraphic bed from which the cataloged item was collected.",,"Bed","http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/",,,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/paleo",,,,
"http://rs.tdwg.org/dwc/terms/bed-2009-04-24","2009-04-24","2009-07-06","bed","The full name of the lithostratigraphic bed from which the cataloged item was collected.",,"Bed","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/GeologicalContext",,"http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed-2005-07-03",,
"http://rs.tdwg.org/dwc/terms/behavior-2009-04-24","2009-03-06","2009-04-24","behavior","A description of the behavior shown by the subject at the time the Occurrence was recorded. Recommended best practice is to use a controlled vocabulary.","Examples: ""roosting"", ""foraging"", ""running""","Behavior","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/Occurrence",,,,
"http://rs.tdwg.org/dwc/terms/binomial-2008-11-19","2008-11-19","2008-11-19","binomial","The combination of genus and first (species) epithet of the scientificName.","Example: ""Ctenomys sociabilis""","Binomial","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa/TaxonIdentified/ScientificName/FullScientificNameString","http://rs.tdwg.org/dwc/terms/Taxon",,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/BoundingBox-2003-06-13","2003-06-13","2003-06-13","BoundingBox","This access point provides a mechanism for performing searches using a bounding box. A Bounding Box element is not typically present in the database, but rather is derived from the Latitude and Longitude columns by the data provider",,"Bounding Box","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not covered by ABCD",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/BoundingBox-2003-06-17","2003-06-17","2003-06-17","BoundingBox","This access point provides a mechanism for performing searches using a bounding box. A Bounding Box element is not typically present in the database, but rather is derived from the DecimalLatitude and DecimalLongitude columns by the data provider.",,"Bounding Box","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not covered by ABCD",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/BoundingBox-2003-06-13",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumber-2003-06-13","2003-06-13","2003-06-13","CatalogNumber","A unique alphanumeric value which identifies an individual record within the collection. It is recommended that this value provides a key by which the actual specimen can be identified. If the specimen has several items such as various types of preparation, this value should identify the individual component of the specimen",,"Catalog Number","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitID",,,,,
"http://rs.tdwg.org/dwc/dwcore/CatalogNumber-2007-04-17","2007-04-17","2007-04-17","CatalogNumber","The alphanumeric value identifying a record within the collection. It is highly recommended that each record be uniquely identified within a collection by this value. It is also recommended that each record be uniquely identified in a global context by the combination of InstitutionCode, CollectionCode and CatalogNumber.",,"Catalog Number","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitID",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberText-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/catalogNumber-2009-04-24","2008-11-19","2009-04-24","catalogNumber","An identifier (preferably unique) for the record within the data set or collection.","Examples: ""2008.1334"", ""145732a"", ""145732""","Catalog Number","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/UnitID","http://rs.tdwg.org/dwc/terms/Occurrence",,"http://rs.tdwg.org/dwc/dwcore/CatalogNumber-2007-04-17",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/CatalogNumberNumeric-2003-06-17","2003-06-17","2003-06-17","CatalogNumberNumeric","The CatalogNumber as a numeric value, if applicable. Allows searching on numeric ranges of CatalogNumbers.",,"Catalog Number Numeric","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/UnitIDNumeric",,,,,
